B1,B10,B11,B2,B3,B4,B5,B6,B7,landcover
0.12230211,294.3134,289.91718,0.0960278,0.07369281,0.05001837,0.32657698,0.15881792,0.06483868,0
0.12758398,294.9273,290.86554,0.100121,0.085449174,0.055148855,0.3808368,0.17574427,0.06888044,0
0.12355025,294.461,290.24756,0.095798135,0.07298578,0.04740587,0.34303418,0.14463739,0.054488562,0
0.12079251,294.50427,290.22095,0.093911394,0.07246858,0.04783787,0.3324971,0.15612124,0.061804853,0
0.12178382,294.6979,290.72357,0.09539884,0.0776583,0.05800832,0.31381413,0.16505396,0.07241601,0
0.12236084,294.7882,291.31296,0.09341048,0.07205026,0.046128888,0.30710787,0.13395031,0.052191146,0
0.1264337,294.76862,290.90143,0.101002805,0.0864286,0.0630614,0.35315007,0.16779378,0.073251806,0
0.12352137,294.60672,290.70105,0.09838989,0.081062354,0.053213134,0.3525245,0.16109778,0.06759067,0
0.1276073,294.5877,290.52527,0.10371246,0.08638053,0.05676478,0.383888,0.16982934,0.06378212,0
0.12215392,295.1503,290.9191,0.09604727,0.077261284,0.050472345,0.3697419,0.1680355,0.06568336,0
0.1221314,295.56723,290.8661,0.09645272,0.08011339,0.052930843,0.3759528,0.16498487,0.06348912,0
0.125426,295.04767,290.17212,0.10178087,0.08143398,0.0559307,0.35549018,0.16146849,0.0664937,0
0.12954621,295.39563,290.77368,0.10450807,0.085935354,0.06129796,0.35425782,0.1774661,0.0708925,0
0.1276182,295.0021,290.49286,0.10301533,0.08792685,0.06285985,0.36329743,0.17495811,0.07297246,0
0.12706034,294.48505,290.2387,0.10215979,0.08702038,0.05895635,0.3471353,0.166926,0.07122716,0
0.12660748,294.27167,289.97644,0.1017379,0.084606364,0.059191383,0.3597141,0.1592795,0.064615786,0
0.120061114,294.07812,289.72702,0.093329914,0.071159124,0.045686603,0.34470594,0.14819594,0.057145394,0
0.124788545,294.57703,290.43048,0.09887773,0.07650834,0.05466097,0.33492917,0.16016237,0.0665071,0
0.11971214,295.5015,291.3511,0.09420885,0.06597618,0.04471243,0.31402907,0.13910285,0.05304059,0
0.119743735,295.5015,291.4215,0.091339506,0.06489391,0.040421,0.30809042,0.14132984,0.05426184,0
0.12281445,294.976,291.0662,0.09637897,0.07770507,0.04883296,0.34736133,0.14934051,0.05517707,0
0.12903768,294.1604,290.34964,0.10273805,0.0824458,0.054700937,0.3298087,0.14835817,0.055903934,0
0.12291978,294.2503,290.49152,0.09712847,0.07490718,0.051494334,0.33184466,0.15678824,0.063971445,0
0.13037008,294.35443,290.75116,0.10491039,0.08717354,0.060598627,0.33031827,0.14912325,0.05945199,0
0.12291302,294.81732,291.0852,0.09579461,0.074958846,0.048060883,0.3393248,0.14561759,0.05157636,0
0.12287599,294.73553,291.09854,0.09602192,0.07647581,0.04874869,0.32931682,0.14768538,0.05657017,0
0.12072977,294.30243,290.01505,0.09390715,0.0721641,0.048242077,0.32806253,0.15659878,0.06138461,0
0.12100233,294.5724,290.21042,0.094259806,0.07858238,0.051225707,0.33967215,0.16263384,0.06616245,0
0.12236351,294.59247,290.54993,0.0954412,0.07592261,0.051745906,0.3301896,0.15167862,0.061504804,0
0.122151,294.5329,290.58826,0.0950816,0.07407077,0.049188994,0.32962924,0.1534824,0.0620942,0
0.120448604,295.19183,291.26013,0.09346559,0.07432651,0.048196096,0.30725232,0.1308175,0.047772452,0
0.119294055,295.387,291.24838,0.09439467,0.07674212,0.04989167,0.30612683,0.13088934,0.05045635,0
0.119294055,295.45035,291.27188,0.09411594,0.068949506,0.0471902,0.29731467,0.1363251,0.052417994,0
0.11915808,295.59158,291.31882,0.09158728,0.06319373,0.039630778,0.3049535,0.13484044,0.05040652,0
0.1184598,295.5502,291.38925,0.09088901,0.06355292,0.039103966,0.3116105,0.13752241,0.051053066,0
0.11857243,295.48932,291.39218,0.09104668,0.06384028,0.0397984,0.31357408,0.1338826,0.04813164,0
0.11789154,295.53317,291.16907,0.08906447,0.062403515,0.039175805,0.2987275,0.13230217,0.04870635,0
0.11889213,295.521,290.99265,0.08985285,0.063481085,0.040756244,0.29333964,0.13402627,0.05141226,0
0.1192476,295.47473,290.9662,0.09413917,0.074628465,0.049682625,0.29144788,0.13443336,0.051723555,0
0.12174611,295.14777,290.95587,0.09457984,0.070259124,0.04739706,0.31600437,0.14487922,0.05690985,0
0.13378978,294.95715,290.9603,0.10799684,0.09432213,0.072272085,0.3144106,0.16163068,0.07370229,0
0.12934272,293.80627,290.70105,0.102504715,0.08998624,0.058501065,0.3086891,0.14324552,0.053711083,0
0.12783287,294.14185,290.35114,0.101304516,0.08511587,0.055773653,0.33666635,0.15477231,0.06075137,0
0.12556735,294.61737,290.91125,0.099205226,0.08121516,0.053360015,0.3506017,0.16086745,0.06632145,0
0.12683013,294.99875,290.78653,0.09932507,0.08229283,0.05076318,0.357923,0.15868814,0.062132318,0
0.12357301,295.38455,291.3335,0.09877281,0.083545804,0.053970274,0.3847151,0.17145638,0.07087561,0
0.120667264,295.45035,290.79242,0.093028896,0.07004232,0.049376838,0.29207048,0.14398785,0.06175697,0
0.12075736,295.06967,290.97208,0.09532646,0.07636028,0.04779838,0.34267744,0.15402703,0.053249467,0
0.11960366,295.41382,290.94263,0.093953356,0.0722607,0.046604548,0.29307482,0.13067383,0.05004733,0
0.12409109,295.33823,291.19553,0.096768014,0.07736925,0.051587243,0.33922517,0.16109778,0.063318215,0
0.12575117,295.2748,291.29242,0.09969044,0.083604716,0.05445424,0.4101606,0.19594634,0.07140475,0
0.12828818,294.9014,289.71762,0.10131839,0.08883695,0.061977856,0.40099773,0.19455262,0.07392222,0
0.13310897,294.67297,287.93762,0.1080956,0.09121846,0.06777089,0.37961733,0.19254746,0.07382119,0
0.13287729,292.7309,288.92828,0.1087578,0.09089409,0.06702946,0.27317703,0.12325054,0.051208686,0
0.1330163,292.42102,288.69482,0.10885048,0.09119529,0.066959955,0.28874198,0.13009912,0.050355602,0
0.12963873,293.80606,290.03955,0.10406741,0.08653329,0.05762349,0.33020812,0.14342284,0.055680968,0
0.13229805,291.83646,287.10904,0.1085261,0.089990474,0.065870985,0.28826305,0.12769423,0.06554965,0
0.13292362,293.21893,289.84598,0.10871146,0.09161234,0.06614902,0.35222328,0.15986979,0.066334374,0
0.13215902,292.87054,289.81924,0.10864195,0.09059288,0.06573197,0.349999,0.15762235,0.066334374,0
0.12738602,293.84332,290.23428,0.10008107,0.08040283,0.054188672,0.34578216,0.15618584,0.070819415,0
0.12847245,295.23694,290.67932,0.10412684,0.08485243,0.05619749,0.37157074,0.17518175,0.06564064,0
0.12440649,295.35532,290.50922,0.09834327,0.08171271,0.056162562,0.38882926,0.17939036,0.066909716,0
0.122811586,295.6308,291.13492,0.09739168,0.0815156,0.054242313,0.36906832,0.17222854,0.06683959,0
0.122811586,295.6308,291.13492,0.09739168,0.0815156,0.054242313,0.36906832,0.17222854,0.06683959,0
0.122811586,295.6308,291.13492,0.09739168,0.0815156,0.054242313,0.36906832,0.17222854,0.06683959,0
0.122811586,295.6308,291.13492,0.09739168,0.0815156,0.054242313,0.36906832,0.17222854,0.06683959,0
0.13074103,295.33197,291.04544,0.1049887,0.08940869,0.06123896,0.362419,0.1892376,0.0783279,0
0.12866655,295.16055,290.91943,0.10459248,0.090657294,0.06300636,0.37414247,0.18604814,0.07645648,0
0.13046348,294.90076,290.70648,0.10519315,0.09056543,0.060903445,0.37828064,0.17658609,0.073225304,0
0.123451695,294.56744,290.62436,0.097878724,0.08059501,0.051312305,0.3634605,0.15875766,0.062327106,0
0.1235446,294.6926,291.02502,0.098807804,0.08210757,0.05432803,0.34988326,0.1650366,0.06261993,0
0.12238325,294.4053,290.94852,0.097251594,0.07920419,0.053902697,0.34684795,0.16309036,0.067962304,0
0.12352137,294.60672,290.70105,0.09838989,0.081062354,0.053213134,0.3525245,0.16109778,0.06759067,0
0.123451695,294.56744,290.62436,0.097878724,0.08059501,0.051312305,0.3634605,0.15875766,0.062327106,0
0.12386735,294.7943,290.7275,0.097914286,0.08153279,0.054147266,0.35477716,0.1679893,0.0661614,0
0.12911597,295.20398,290.9251,0.10452872,0.09041463,0.06061133,0.39105225,0.18733773,0.07142818,0
0.12319008,295.92447,291.691,0.098097056,0.085730985,0.05788177,0.38254476,0.1868687,0.07055123,0
0.12447368,295.98996,291.77585,0.09974139,0.08974454,0.060576983,0.38670692,0.19127628,0.07694603,0
0.123263,295.70544,290.8779,0.10099363,0.08234097,0.05319585,0.4001096,0.17466861,0.063712,0
0.12201379,295.93286,291.2838,0.09685847,0.07749902,0.051052775,0.38011453,0.17026123,0.0624973,0
0.12373042,295.78122,290.85135,0.097034834,0.07904077,0.050906852,0.37475103,0.16632806,0.064640835,0
0.12373042,295.78122,290.85135,0.097034834,0.07904077,0.050906852,0.37475103,0.16632806,0.064640835,0
0.12373042,295.78122,290.85135,0.097034834,0.07904077,0.050906852,0.37475103,0.16632806,0.064640835,0
0.12589625,295.7545,290.97794,0.09712377,0.07795957,0.052703183,0.37056413,0.16573615,0.0645571,0
0.12691252,295.72775,291.14264,0.10126987,0.083849594,0.056032944,0.36901337,0.17278592,0.06845824,0
0.12691252,295.72775,291.14264,0.10126987,0.083849594,0.056032944,0.36901337,0.17278592,0.06845824,0
0.12260443,295.30408,290.94263,0.09784928,0.08380314,0.05554377,0.3650976,0.17665944,0.06986807,0
0.12201878,295.31873,290.7836,0.09780254,0.081271395,0.054142218,0.3776568,0.17469053,0.0653612,0
0.12440649,295.35532,290.50922,0.09834327,0.08171271,0.056162562,0.38882926,0.17939036,0.066909716,0
0.12778161,295.72723,290.98886,0.10234375,0.08277844,0.054087102,0.3929193,0.17821753,0.06605008,0
0.13266392,295.61163,290.9339,0.1100145,0.09414895,0.073056385,0.3617662,0.18358594,0.08221182,0
0.123235136,296.00693,291.76123,0.09922589,0.07982916,0.054188672,0.40545285,0.17613782,0.064331844,0
0.12913673,295.99237,291.7232,0.10339047,0.08557307,0.054683384,0.39315408,0.17410395,0.068303786,0
0.12753744,295.9948,291.6998,0.10244441,0.08452119,0.056855924,0.39502367,0.17773256,0.06735384,0
0.12298228,295.89886,291.19684,0.0978699,0.07844532,0.05152995,0.3837335,0.17167675,0.06424807,0
0.120540634,295.90866,291.54565,0.09500596,0.08020544,0.051601835,0.38700584,0.17586374,0.06699777,0
0.121433124,295.86136,291.10736,0.096856736,0.07741896,0.051796287,0.36025134,0.1658955,0.063408315,0
0.11972593,295.93173,291.57956,0.09488172,0.078051046,0.050745435,0.36751723,0.16879198,0.06520869,0
0.121433124,295.8468,291.3335,0.09559677,0.07958138,0.04980312,0.38087788,0.1680355,0.062304582,0
0.12308006,295.82007,291.16025,0.09917944,0.07854522,0.05227518,0.38005486,0.1620936,0.06006511,0
0.12589625,295.7545,290.97794,0.09712377,0.07795957,0.052703183,0.37056413,0.16573615,0.0645571,0
0.12255401,295.83075,291.08038,0.09827333,0.08135523,0.05488608,0.3779685,0.17333421,0.064253934,0
0.123263,295.70544,290.8779,0.10099363,0.08234097,0.05319585,0.4001096,0.17466861,0.063712,0
0.123235136,296.00693,291.76123,0.09922589,0.07982916,0.054188672,0.40545285,0.17613782,0.064331844,0
0.122178115,294.47156,290.0506,0.095783286,0.071877,0.0474333,0.33984485,0.14950062,0.057180807,0
0.120593295,294.48633,290.2032,0.093771465,0.07279483,0.047586434,0.3472683,0.14838362,0.057153232,0
0.120593295,294.48633,290.2032,0.093771465,0.07279483,0.047586434,0.3472683,0.14838362,0.057153232,0
0.120593295,294.48633,290.2032,0.093771465,0.07279483,0.047586434,0.3472683,0.14838362,0.057153232,0
0.12355025,294.461,290.24756,0.095798135,0.07298578,0.04740587,0.34303418,0.14463739,0.054488562,0
0.12128933,294.45975,290.45874,0.09445885,0.07547413,0.048878558,0.33542085,0.15192412,0.058799077,0
0.12238325,294.4053,290.94852,0.097251594,0.07920419,0.053902697,0.34684795,0.16309036,0.067962304,0
0.12548766,294.71713,290.80716,0.10075503,0.083756685,0.059948977,0.3473345,0.1701845,0.070143335,0
0.1258673,294.90823,291.1867,0.101943456,0.081596576,0.059182484,0.30595922,0.14846577,0.062372155,0
0.123415336,294.61655,291.1632,0.09816463,0.077081084,0.054803703,0.30375618,0.1632884,0.068390034,0
0.12312199,294.5808,290.68542,0.09608814,0.07740331,0.056852505,0.3157317,0.15494649,0.06654714,0
0.12312199,294.5808,290.68542,0.09608814,0.07740331,0.056852505,0.3157317,0.15494649,0.06654714,0
0.122151,294.5329,290.58826,0.0950816,0.07407077,0.049188994,0.32962924,0.1534824,0.0620942,0
0.1258673,294.90823,291.1867,0.101943456,0.081596576,0.059182484,0.30595922,0.14846577,0.062372155,0
0.12454336,294.7294,290.7895,0.099458165,0.08373346,0.055791337,0.36204717,0.1667048,0.0705049,0
0.12079251,294.50427,290.22095,0.093911394,0.07246858,0.04783787,0.3324971,0.15612124,0.061804853,0
0.122178115,294.47156,290.0506,0.095783286,0.071877,0.0474333,0.33984485,0.14950062,0.057180807,0
0.13155435,295.57257,290.90765,0.10670188,0.08970918,0.06278738,0.35486627,0.178208,0.07333422,0
0.12887004,295.40436,290.96872,0.104161724,0.08591362,0.059496257,0.36259407,0.17620705,0.07266146,0
0.12231357,295.8128,291.35696,0.09732128,0.07911128,0.054281577,0.38731718,0.16669232,0.06352594,0
0.11937149,295.8249,291.55777,0.09398499,0.07639171,0.051031526,0.35207707,0.16685255,0.066036075,0
0.11663552,295.72894,291.5489,0.09065203,0.0722381,0.045516312,0.36457086,0.15659799,0.056416117,0
0.116068214,295.74957,291.51956,0.0902576,0.07080955,0.045403637,0.35449958,0.15647638,0.057095543,0
0.119378224,295.89896,291.58258,0.094363704,0.078887,0.05164837,0.35920143,0.16561714,0.063830115,0
0.124078825,295.71805,291.28656,0.10020143,0.08626521,0.056010712,0.3665091,0.17487635,0.068280615,0
0.1216809,295.00363,290.81305,0.09625,0.078995146,0.053863492,0.37342206,0.16792168,0.068194576,0
0.12977727,295.3794,291.07642,0.10343796,0.08875544,0.06276128,0.38013533,0.1854518,0.072923884,0
0.12547244,295.91718,291.7115,0.10054983,0.090306714,0.062009938,0.39034137,0.18984203,0.07363536,0
0.12758398,294.9273,290.86554,0.100121,0.085449174,0.055148855,0.3808368,0.17574427,0.06888044,0
0.12249559,295.67624,290.81274,0.09731494,0.07922451,0.051371574,0.39336646,0.17209299,0.06294663,0
0.11968088,295.92444,291.61768,0.09481207,0.08200968,0.05290634,0.3653264,0.17407316,0.06913498,0
0.11971536,295.9378,291.6045,0.09464173,0.08126779,0.052692115,0.3633306,0.17449643,0.06961535,0
0.11930644,295.89532,291.60315,0.09428595,0.07994056,0.052565213,0.35700226,0.17252779,0.06899151,0
0.11930644,295.89532,291.60315,0.09428595,0.07994056,0.052565213,0.35700226,0.17252779,0.06899151,0
0.12132049,295.8322,291.3834,0.095731914,0.07935613,0.049915746,0.3827024,0.16666955,0.06019318,0
0.121433124,295.8468,291.3335,0.09559677,0.07958138,0.04980312,0.38087788,0.1680355,0.062304582,0
0.120960094,295.8468,291.25717,0.096949644,0.07750906,0.04907872,0.38887432,0.16361892,0.058700558,0
0.120960094,295.8468,291.25717,0.096949644,0.07750906,0.04907872,0.38887432,0.16361892,0.058700558,0
0.12308006,295.82007,291.16025,0.09917944,0.07854522,0.05227518,0.38005486,0.1620936,0.06006511,0
0.1221314,295.56723,290.8661,0.09645272,0.08011339,0.052930843,0.3759528,0.16498487,0.06348912,0
0.12298228,295.89886,291.19684,0.0978699,0.07844532,0.05152995,0.3837335,0.17167675,0.06424807,0
0.12255401,295.83075,291.08038,0.09827333,0.08135523,0.05488608,0.3779685,0.17333421,0.064253934,0
0.12778161,295.72723,290.98886,0.10234375,0.08277844,0.054087102,0.3929193,0.17821753,0.06605008,0
0.12343149,295.66138,290.9976,0.09784496,0.080170885,0.051734783,0.3865165,0.17078084,0.06456691,0
0.12343149,295.66138,290.9976,0.09784496,0.080170885,0.051734783,0.3865165,0.17078084,0.06456691,0
0.119090505,295.76663,291.15143,0.093299195,0.075992756,0.047580842,0.35490504,0.15301552,0.053933173,0
0.119090505,295.76663,291.15143,0.093299195,0.075992756,0.047580842,0.35490504,0.15301552,0.053933173,0
0.11875263,295.72534,291.16614,0.09160981,0.07742701,0.048423182,0.3670457,0.16376227,0.06014765,0
0.11567507,295.8394,291.58978,0.089469336,0.07425649,0.046550926,0.35170472,0.15966141,0.06031673,0
0.11746869,295.77393,291.33643,0.08978527,0.075537436,0.048354883,0.34865516,0.15898935,0.059441905,0
0.12482209,295.77878,291.2748,0.09969044,0.0801565,0.0559307,0.37204802,0.16493934,0.0625504,0
0.12201162,295.80066,291.4684,0.0963922,0.07999391,0.053676005,0.38529283,0.16660126,0.06432115,0
0.120959066,295.8358,291.3194,0.096238434,0.081117615,0.05293069,0.39291573,0.1715716,0.06331433,0
0.12097914,295.8686,291.4547,0.09545784,0.08044827,0.051430758,0.39329398,0.17596893,0.06641639,0
0.120006755,295.8771,291.568,0.0940399,0.077235445,0.051061273,0.35476688,0.16681555,0.06425653,0
0.12156518,295.85522,291.55338,0.09643662,0.07989792,0.056293234,0.353668,0.1761348,0.068483315,0
0.12159079,295.8298,291.40097,0.096295044,0.08165369,0.052325938,0.37454832,0.17211062,0.06910718,0
0.12269453,295.28702,291.03677,0.09712847,0.08280438,0.055454828,0.3788938,0.17524798,0.07021091,0
0.12213912,295.55518,291.26013,0.09702151,0.08155504,0.05508101,0.36418176,0.18098095,0.072723396,0
0.12447368,295.98996,291.77585,0.09974139,0.08974454,0.060576983,0.38670692,0.19127628,0.07694603,0
0.12247616,294.57236,290.6332,0.09753032,0.085010946,0.056335416,0.36867365,0.16348425,0.06881352,0
0.1279515,294.53305,290.47675,0.10201772,0.08984655,0.06153392,0.37074706,0.17409131,0.07063803,0
0.12345671,294.59445,290.61252,0.097682014,0.08250734,0.054398555,0.37523198,0.16858138,0.06494613,0
0.12345671,294.59445,290.61252,0.097682014,0.08250734,0.054398555,0.37523198,0.16858138,0.06494613,0
0.12431634,294.43234,291.04855,0.099313416,0.08077521,0.05608764,0.33100718,0.16213898,0.070377566,0
0.11995395,294.84088,291.07916,0.09269845,0.06808549,0.04293301,0.3082407,0.13594654,0.051168963,0
0.12291302,294.81732,291.0852,0.09579461,0.074958846,0.048060883,0.3393248,0.14561759,0.05157636,0
0.122715175,294.84393,291.0691,0.09600861,0.07551134,0.04815776,0.3420722,0.14581499,0.051260393,0
0.12291302,294.81732,291.0852,0.09579461,0.074958846,0.048060883,0.3393248,0.14561759,0.05157636,0
0.12319344,294.71155,291.08527,0.09633541,0.07661608,0.049125202,0.3352188,0.1483953,0.05744359,0
0.12287599,294.73553,291.09854,0.09602192,0.07647581,0.04874869,0.32931682,0.14768538,0.05657017,0
0.12114957,294.90082,291.01755,0.09417498,0.07196248,0.044865526,0.3268554,0.13799465,0.05010401,0
0.11983769,294.92273,290.97626,0.09255925,0.06909189,0.042876456,0.33049166,0.13626704,0.04971584,0
0.121635556,295.01825,290.9985,0.094015375,0.07257594,0.04529217,0.33075458,0.13821805,0.04880136,0
0.121635556,295.01825,290.9985,0.094015375,0.07257594,0.04529217,0.33075458,0.13821805,0.04880136,0
0.12247356,294.83472,291.0984,0.09519455,0.07400769,0.047920607,0.32499278,0.14289804,0.054748006,0
0.12091555,295.20648,291.40683,0.09325655,0.07435554,0.04924131,0.31407598,0.14849044,0.060248364,0
0.12236084,294.7882,291.31296,0.09341048,0.07205026,0.046128888,0.30710787,0.13395031,0.052191146,0
0.12193851,294.56253,290.91873,0.094531715,0.07167943,0.04478585,0.30115017,0.12967815,0.04802631,0
0.11911449,295.5721,291.4303,0.08991954,0.068821065,0.045856763,0.29230994,0.15260844,0.064606555,0
0.11911449,295.5721,291.4303,0.08991954,0.068821065,0.045856763,0.29230994,0.15260844,0.064606555,0
0.11871425,295.52344,291.41272,0.0902583,0.06597148,0.041857764,0.3021997,0.14075513,0.05433368,0
0.11871425,295.52344,291.41272,0.0902583,0.06597148,0.041857764,0.3021997,0.14075513,0.05433368,0
0.11952633,295.43817,291.34525,0.09447051,0.06381633,0.040477704,0.3114668,0.13100907,0.048107695,0
0.119294055,295.387,291.24838,0.09439467,0.07674212,0.04989167,0.30612683,0.13088934,0.05045635,0
0.12385802,294.7475,291.07202,0.096822105,0.07685712,0.05022259,0.331298,0.14879887,0.0576403,0
0.12319344,294.71155,291.08527,0.09633541,0.07661608,0.049125202,0.3352188,0.1483953,0.05744359,0
0.12287599,294.73553,291.09854,0.09602192,0.07647581,0.04874869,0.32931682,0.14768538,0.05657017,0
0.12287599,294.73553,291.09854,0.09602192,0.07647581,0.04874869,0.32931682,0.14768538,0.05657017,0
0.12298419,294.86017,291.1147,0.09657115,0.0776358,0.04927271,0.34048957,0.14687243,0.05801914,0
0.123415336,294.61655,291.1632,0.09816463,0.077081084,0.054803703,0.30375618,0.1632884,0.068390034,0
0.12607634,294.0507,290.20172,0.10096792,0.082502425,0.05695269,0.3500685,0.1611673,0.06812489,0
0.12355025,294.461,290.24756,0.095798135,0.07298578,0.04740587,0.34303418,0.14463739,0.054488562,0
0.120593295,294.48633,290.2032,0.093771465,0.07279483,0.047586434,0.3472683,0.14838362,0.057153232,0
0.12656157,295.0643,290.91858,0.10050735,0.08370248,0.055162944,0.37406114,0.17012246,0.0660747,0
0.12228908,294.78085,290.7836,0.09631757,0.07757895,0.051585887,0.33797652,0.15090828,0.058907382,0
0.12236084,294.7882,291.31296,0.09341048,0.07205026,0.046128888,0.30710787,0.13395031,0.052191146,0
0.12932791,294.6458,290.97043,0.10306345,0.08144046,0.05503778,0.30820212,0.13806376,0.05327823,0
0.124705955,293.76422,289.86972,0.10061952,0.07702085,0.053004093,0.31199363,0.14343709,0.0523701,0
0.120698914,294.87518,291.03223,0.093763135,0.06928206,0.043867625,0.3243,0.14306703,0.054580458,0
0.123495966,295.18564,291.00885,0.09675705,0.075341046,0.049122673,0.33411565,0.15048161,0.05480218,0
0.12340525,295.10464,291.08234,0.09738827,0.07877917,0.050919347,0.34869766,0.15605113,0.06317595,0
0.123495966,295.18564,291.00885,0.09675705,0.075341046,0.049122673,0.33411565,0.15048161,0.05480218,0
0.12625201,295.36017,291.12204,0.10092147,0.08561485,0.06635964,0.29904398,0.14753978,0.063408315,0
0.12174611,295.14777,290.95587,0.09457984,0.070259124,0.04739706,0.31600437,0.14487922,0.05690985,0
0.1181895,295.46252,291.38925,0.09127194,0.06293033,0.038792666,0.30533662,0.13297264,0.04889792,0
0.117913775,295.51126,291.13968,0.08887448,0.06393606,0.039846294,0.29776967,0.13381076,0.04973603,0
0.117913775,295.51126,291.13968,0.08887448,0.06393606,0.039846294,0.29776967,0.13381076,0.04973603,0
0.11782484,295.47714,291.28656,0.090010524,0.062451407,0.038433474,0.29743442,0.12535779,0.04513838,0
0.11889213,295.521,290.99265,0.08985285,0.063481085,0.040756244,0.29333964,0.13402627,0.05141226,0
0.11789154,295.53317,291.16907,0.08906447,0.062403515,0.039175805,0.2987275,0.13230217,0.04870635,0
0.1192476,295.47473,290.9662,0.09413917,0.074628465,0.049682625,0.29144788,0.13443336,0.051723555,0
0.12558858,295.36993,291.16025,0.10159505,0.0816198,0.05883408,0.30842566,0.1467656,0.06717002,0
0.12194194,295.5721,291.39804,0.09771614,0.08398896,0.05655783,0.30959904,0.15301552,0.06324162,0
0.12873375,295.38153,290.65054,0.1046414,0.08641809,0.060323358,0.35731035,0.17057386,0.07036212,0
0.12503113,294.9963,289.8816,0.1009447,0.081596576,0.057812087,0.35166723,0.16573168,0.06932325,0
0.1271375,294.16058,289.83704,0.100769214,0.07636748,0.053614207,0.32619965,0.1636061,0.06887677,0
0.12079251,294.50427,290.22095,0.093911394,0.07246858,0.04783787,0.3324971,0.15612124,0.061804853,0
0.12163165,294.58737,290.49542,0.094313204,0.07613823,0.049152106,0.3331272,0.15457132,0.061836176,0
0.12280561,294.5973,290.57788,0.09680019,0.08149705,0.057991277,0.3429531,0.16855636,0.073418185,0
0.12126031,294.58844,290.32724,0.094009966,0.07496405,0.049197227,0.33622634,0.15358849,0.060856767,0
